feature_name,num_sources,num_numeric_sources,num_discrete_sources,discretizer_in_use,normalizer_in_use,group_in_use,binary_in_use,max_discrete_source_value,min_discrete_source_value,avg_discrete_source_value,std_discrete_source_value,max_chi_source_opattr_value,min_chi_source_opattr_value,avg_chi_source_opattr_value,std_chi_source_opattr_value,max_numeric_source_value,min_numeric_source_value,avg_numeric_source_value,std_numeric_source_value,max_ttest_source_opattr_value,min_ttest_source_opattr_value,avg_ttest_source_opattr_value,std_ttest_source_opattr_value,cp_data_group_2_avg_t,cp_data_group_2_std_t,cp_data_group_2_max_t,cp_data_group_2_min_t,feat_mutual_info
rectal_temp_norm_group_by_abdomen_group_1_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.5416460147937,203.5416460147937,203.5416460147937,0.0,1.0,0.0,0.19623525615199716,0.3970692362060765,5.071328478641581e-16,5.071328478641581e-16,5.071328478641581e-16,0.0,-3.7846606493401014,10.782214236536959,48.61259704105577,-38.27299965937972,0.05979909027569628
abdomo_protein_norm_group_by_abdomen_group_1_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.54164601479368,203.54164601479368,203.54164601479368,0.0,1.0,0.0,0.698818435660541,0.4484223194227896,-4.171437593390834e-15,-4.171437593390834e-15,-4.171437593390834e-15,0.0,22.54910503292534,78.52277522851462,617.8530287039912,-22.282979229635455,0.05979909027569628
lesion_1_norm_group_by_abdomen_group_1_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.5416460147937,203.5416460147937,203.5416460147937,0.0,1.0,0.0,0.08456504255707932,0.13041414161861037,-7.229987370312899e-16,-7.229987370312899e-16,-7.229987370312899e-16,0.0,-7.611848902852244,9.782077072044853,42.10534412843937,-44.35037616956864,0.05979909027569628
lesion_2_norm_group_by_abdomen_group_1_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.54164601479368,203.54164601479368,203.54164601479368,0.0,0.9999999999999999,0.0,0.004784688995215311,0.0690057660375883,5.55531612201909e-17,5.55531612201909e-17,5.55531612201909e-17,0.0,-10.576988482482266,8.235911807323147,25.718475849085618,-48.15410830007091,0.05979909027569628
hospital_number_group_by_abdomen_group_1_and_min,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.54164601479368,203.54164601479368,203.54164601479368,0.0,5305629.0,521399.0,1122420.1531100478,1570308.3975158082,-5.509185397795642,-5.509185397795642,-5.509185397795642,0.0,10833.56743364104,1839.9928563536694,11185.243911298192,525.2949405657138,0.05979909027569628
rectal_temp_group_by_abdomen_group_1_and_min,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.54164601479368,203.54164601479368,203.54164601479368,0.0,35400.0,35.4,6975.181339712919,14042.194710733414,-7.127098096589755,-7.127098096589755,-7.127098096589755,0.0,1017.937284974433,376.5058647511422,2020.2752412269087,-10.966030421225614,0.05979909027569628
abdomo_protein_group_by_abdomen_group_1_and_min,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.5416460147937,203.5416460147937,203.5416460147937,0.0,100.0,0.1,69.91196172248804,44.79738971033669,-22.398348337429464,-22.398348337429464,-22.398348337429464,0.0,-0.9144567391673913,5.890247383153568,11.84379845181511,-19.668503437891374,0.05979909027569628
hospital_number_norm_group_by_abdomen_group_1_and_min,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.54164601479368,203.54164601479368,203.54164601479368,0.0,0.9999999999999999,0.0,0.1256254722515531,0.3282259417954004,-5.509185397795643,-5.509185397795643,-5.509185397795643,0.0,-10.73069134890912,8.232705132825993,25.718475849085614,-48.45189944238048,0.05979909027569628
rectal_temp_norm_group_by_abdomen_group_1_and_min,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.54164601479368,203.54164601479368,203.54164601479368,0.0,1.0,0.0,0.19623525615199716,0.3970692362060765,-7.127098096589756,-7.127098096589756,-7.127098096589756,0.0,-10.73876144801482,8.232555559399584,25.71847584908561,-48.46746128476595,0.05979909027569628
abdomo_protein_norm_group_by_abdomen_group_1_and_min,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.5416460147937,203.5416460147937,203.5416460147937,0.0,1.0,0.0,0.698818435660541,0.4484223194227896,-22.398348337429468,-22.398348337429468,-22.398348337429468,0.0,-10.95568052657204,7.207666703574533,8.087571021725037,-48.435566474007665,0.05979909027569628
hospital_number_group_by_abdomen_group_1_and_max,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.54164601479368,203.54164601479368,203.54164601479368,0.0,5305629.0,521399.0,1122420.1531100478,1570308.3975158082,38.41521993829314,38.41521993829314,38.41521993829314,0.0,39605.67075861124,5731.613075721233,40686.823993683196,5291.6258206062685,0.05979909027569628
lesion_1_group_by_abdomen_group_1_and_max,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.5416460147937,203.5416460147937,203.5416460147937,0.0,41110.0,0.0,3476.468899521531,5361.325361941072,71.4001443536782,71.4001443536782,71.4001443536782,0.0,109.75667958014556,19.08859452302194,113.26064660575585,-9.997955520429652,0.05979909027569628
lesion_2_group_by_abdomen_group_1_and_max,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.54164601479368,203.54164601479368,203.54164601479368,0.0,3111.0,0.0,14.885167464114833,214.6769381429372,25.384880477613933,25.384880477613933,25.384880477613933,0.0,24.1218059301752,6.924770862654626,25.718475849085618,-10.28786943329156,0.05979909027569628
hospital_number_norm_group_by_abdomen_group_1_and_max,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.54164601479368,203.54164601479368,203.54164601479368,0.0,0.9999999999999999,0.0,0.1256254722515531,0.3282259417954004,38.415219938293134,38.415219938293134,38.415219938293134,0.0,623.690982289972,4653.184387529179,36666.72050624688,-22.185800335466514,0.05979909027569628
lesion_1_norm_group_by_abdomen_group_1_and_max,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.5416460147937,203.5416460147937,203.5416460147937,0.0,1.0,0.0,0.08456504255707932,0.13041414161861037,71.40014435367819,71.40014435367819,71.40014435367819,0.0,16.96436024298689,20.080943578917324,113.25818283681696,-22.243365769165273,0.05979909027569628
lesion_2_norm_group_by_abdomen_group_1_and_max,2,1,1,False,False,True,False,1.0,0.0,0.23923444976076555,0.42661613636667484,203.54164601479368,203.54164601479368,203.54164601479368,0.0,0.9999999999999999,0.0,0.004784688995215311,0.0690057660375883,25.38488047761393,25.38488047761393,25.38488047761393,0.0,8.904332312883604,8.692846893574256,25.71847584908561,-22.269447962043703,0.05979909027569628
hospital_number_group_by_abdomen_group_3_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,5305629.0,521399.0,1122420.1531100478,1570308.3975158082,8.217811772646418e-17,8.217811772646418e-17,8.217811772646418e-17,0.0,115.8589518656263,0.07402073485236445,115.87017299654262,115.29064902455488,0.007919462885617899
rectal_temp_group_by_abdomen_group_3_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,35400.0,35.4,6975.181339712919,14042.194710733414,4.2990372428687207e-16,4.2990372428687207e-16,4.2990372428687207e-16,0.0,110.75331773772922,20.723664024863805,114.66104581885756,-10.24510435467395,0.007919462885617899
abdomo_protein_group_by_abdomen_group_3_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,100.0,0.1,69.91196172248804,44.79738971033669,2.6452237188269526e-16,2.6452237188269526e-16,2.6452237188269526e-16,0.0,176.78443231544037,48.84902342270172,192.70655632981124,-10.308019898642982,0.007919462885617899
lesion_1_group_by_abdomen_group_3_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,41110.0,0.0,3476.468899521531,5361.325361941072,9.408272417688738e-17,9.408272417688738e-17,9.408272417688738e-17,0.0,93.87606705339641,18.755063728191445,97.518148218521,-10.277028770695898,0.007919462885617899
lesion_2_group_by_abdomen_group_3_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,3111.0,0.0,14.885167464114833,214.6769381429372,-1.4619353687014542e-16,-1.4619353687014542e-16,-1.4619353687014542e-16,0.0,54.661663931228595,17.6640061975689,61.18823416311343,-17.825451655298178,0.007919462885617899
hospital_number_norm_group_by_abdomen_group_3_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,0.9999999999999999,0.0,0.1256254722515531,0.3282259417954004,0.0,0.0,0.0,0.0,-6.0421079342000885,11.59463404048021,62.04421905036729,-41.298809758315564,0.007919462885617899
rectal_temp_norm_group_by_abdomen_group_3_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,1.0,0.0,0.19623525615199716,0.3970692362060765,4.021074467425571e-15,4.021074467425571e-15,4.021074467425571e-15,0.0,-2.8476264059981675,17.23094294156689,114.07367157451458,-37.721549227242406,0.007919462885617899
abdomo_protein_norm_group_by_abdomen_group_3_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,1.0,0.0,0.698818435660541,0.4484223194227896,-5.711823309738918e-15,-5.711823309738918e-15,-5.711823309738918e-15,0.0,14.883879787698383,27.32091148822074,190.98514700803054,-22.285759740316884,0.007919462885617899
lesion_1_norm_group_by_abdomen_group_3_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,1.0,0.0,0.08456504255707932,0.13041414161861037,-1.1803408175390135e-15,-1.1803408175390135e-15,-1.1803408175390135e-15,0.0,-6.826765340747239,15.288710429466908,97.51181560798831,-43.82057604303773,0.007919462885617899
lesion_2_norm_group_by_abdomen_group_3_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,0.9999999999999999,0.0,0.004784688995215311,0.0690057660375883,0.0,0.0,0.0,0.0,-10.075709158940894,11.388591051459937,61.18823416311339,-48.2015094203694,0.007919462885617899
hospital_number_group_by_abdomen_group_3_and_min,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.4255751964085,189.4255751964085,189.4255751964085,0.0,5305629.0,521399.0,1122420.1531100478,1570308.3975158082,-5.5162869391230425,-5.5162869391230425,-5.5162869391230425,0.0,4929.1406204985915,748.5574966279335,5069.259813113601,522.3734831984239,0.007919462885617897
rectal_temp_group_by_abdomen_group_3_and_min,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.4255751964085,189.4255751964085,189.4255751964085,0.0,35400.0,35.4,6975.181339712919,14042.194710733414,-7.127482021659437,-7.127482021659437,-7.127482021659437,0.0,840.8928647926904,267.8717585256498,1348.3407286335723,-11.070646987660995,0.007919462885617897
abdomo_protein_group_by_abdomen_group_3_and_min,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.4255751964085,189.4255751964085,189.4255751964085,0.0,100.0,0.1,69.91196172248804,44.79738971033669,-22.448147169597924,-22.448147169597924,-22.448147169597924,0.0,-5.589328030300698,6.58423218990649,10.575744176340592,-33.94197754683102,0.007919462885617897
hospital_number_norm_group_by_abdomen_group_3_and_min,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.4255751964085,189.4255751964085,189.4255751964085,0.0,0.9999999999999999,0.0,0.1256254722515531,0.3282259417954004,-5.516286939123042,-5.516286939123042,-5.516286939123042,0.0,-11.17942196448365,6.950069239619943,3.3993463423951895,-48.468272696869974,0.007919462885617897
rectal_temp_norm_group_by_abdomen_group_3_and_min,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.4255751964085,189.4255751964085,189.4255751964085,0.0,1.0,0.0,0.19623525615199716,0.3970692362060765,-7.127482021659436,-7.127482021659436,-7.127482021659436,0.0,-11.181854882863247,6.9497172006116905,3.39934634239519,-48.468303735366476,0.007919462885617897
abdomo_protein_norm_group_by_abdomen_group_3_and_min,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.4255751964085,189.4255751964085,189.4255751964085,0.0,1.0,0.0,0.698818435660541,0.4484223194227896,-22.448147169597934,-22.448147169597934,-22.448147169597934,0.0,-11.165506481458412,6.951984490680932,3.39934634239519,-48.46699646161443,0.007919462885617897
hospital_number_group_by_abdomen_group_3_and_max,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,5305629.0,521399.0,1122420.1531100478,1570308.3975158082,31.202302035778146,31.202302035778146,31.202302035778146,0.0,68.42252363338633,0.005918499836242028,68.42354235385957,68.37948859195465,0.007919462885617899
lesion_1_group_by_abdomen_group_3_and_max,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,41110.0,0.0,3476.468899521531,5361.325361941072,55.744188248174815,55.744188248174815,55.744188248174815,0.0,68.11751751978315,11.41611027125409,70.1315050445184,-9.952963442949278,0.007919462885617899
lesion_2_group_by_abdomen_group_3_and_max,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,3111.0,0.0,14.885167464114833,214.6769381429372,58.435149239705616,58.435149239705616,58.435149239705616,0.0,57.839310906804755,14.506140311877031,61.188234163113414,-10.281994003919753,0.007919462885617899
hospital_number_norm_group_by_abdomen_group_3_and_max,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,0.9999999999999999,0.0,0.1256254722515531,0.3282259417954004,31.202302035778146,31.202302035778146,31.202302035778146,0.0,17.298969217817003,14.216449961261597,61.3652859825657,-22.215345279043472,0.007919462885617899
lesion_1_norm_group_by_abdomen_group_3_and_max,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,1.0,0.0,0.08456504255707932,0.13041414161861037,55.74418824817481,55.74418824817481,55.74418824817481,0.0,18.231801872917174,15.399966769763926,70.13140509990498,-22.211840389917796,0.007919462885617899
lesion_2_norm_group_by_abdomen_group_3_and_max,2,1,1,False,False,True,False,1.0,0.0,0.05263157894736842,0.2232968782694361,189.42557519640852,189.42557519640852,189.42557519640852,0.0,0.9999999999999999,0.0,0.004784688995215311,0.0690057660375883,58.4351492397056,58.4351492397056,58.4351492397056,0.0,17.278178651703897,14.191771100955055,61.18823416311342,-22.215425785016485,0.007919462885617899
hospital_number_group_by_abdomen_group_4_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,5305629.0,521399.0,1122420.1531100478,1570308.3975158082,-1.7709889312960953e-15,-1.7709889312960953e-15,-1.7709889312960953e-15,0.0,91.93554848976558,0.06152350146194691,91.94751862220231,91.51357799320866,0.022932060883096995
rectal_temp_group_by_abdomen_group_4_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,35400.0,35.4,6975.181339712919,14042.194710733414,7.163472222765752e-17,7.163472222765752e-17,7.163472222765752e-17,0.0,117.59154921965222,21.99725609177592,121.76831411368813,-10.245199612503283,0.022932060883096995
abdomo_protein_group_by_abdomen_group_4_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,100.0,0.1,69.91196172248804,44.79738971033669,-2.0821570939189884e-15,-2.0821570939189884e-15,-2.0821570939189884e-15,0.0,412.2026666796763,112.72366261832032,464.2403013376093,-10.308015181306224,0.022932060883096995
lesion_1_group_by_abdomen_group_4_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,41110.0,0.0,3476.468899521531,5361.325361941072,0.0,0.0,0.0,0.0,226.13971350437998,44.19004885969929,235.6849504283145,-10.276885997126524,0.022932060883096995
lesion_2_group_by_abdomen_group_4_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,3111.0,0.0,14.885167464114833,214.6769381429372,0.0,0.0,0.0,0.0,43.27445284137629,14.596916341972857,48.46830377255052,-17.544359606678483,0.022932060883096995
hospital_number_norm_group_by_abdomen_group_4_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,0.9999999999999999,0.0,0.1256254722515531,0.3282259417954004,3.2884979593711143e-16,3.2884979593711143e-16,3.2884979593711143e-16,0.0,-6.205753260301461,10.430568560615287,49.2344931222647,-40.989181995543,0.022932060883096995
rectal_temp_norm_group_by_abdomen_group_4_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,1.0,0.0,0.19623525615199716,0.3970692362060765,1.0050455587768195e-15,1.0050455587768195e-15,1.0050455587768195e-15,0.0,-2.671843744300013,18.054949096865577,121.14028943714331,-37.694412743452666,0.022932060883096995
abdomo_protein_norm_group_by_abdomen_group_4_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,1.0,0.0,0.698818435660541,0.4484223194227896,-6.004163674552626e-15,-6.004163674552626e-15,-6.004163674552626e-15,0.0,19.48208960614254,58.05430963776649,452.23160300783354,-22.283233741259007,0.022932060883096995
lesion_1_norm_group_by_abdomen_group_4_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,1.0,0.0,0.08456504255707932,0.13041414161861037,-1.4109922055772555e-15,-1.4109922055772555e-15,-1.4109922055772555e-15,0.0,-4.531861118212115,31.842035524241624,235.58533799972247,-43.92521418672158,0.022932060883096995
lesion_2_norm_group_by_abdomen_group_4_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,0.9999999999999999,0.0,0.004784688995215311,0.0690057660375883,1.110459400566901e-16,1.110459400566901e-16,1.110459400566901e-16,0.0,-10.268729833208575,10.138363237529285,48.46830377255052,-48.19299204303393,0.022932060883096995
hospital_number_group_by_abdomen_group_4_and_min,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,5305629.0,521399.0,1122420.1531100478,1570308.3975158082,-5.514176986469461,-5.514176986469461,-5.514176986469461,0.0,3961.8656124752565,570.9439566466687,4070.8046246706454,520.4249299036034,0.022932060883096995
rectal_temp_group_by_abdomen_group_4_and_min,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,35400.0,35.4,6975.181339712919,14042.194710733414,-7.127365859858994,-7.127365859858994,-7.127365859858994,0.0,607.6721815404567,176.21321762203334,782.498044890435,-11.054898394981931,0.022932060883096995
abdomo_protein_group_by_abdomen_group_4_and_min,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,100.0,0.1,69.91196172248804,44.79738971033669,-22.44546292503466,-22.44546292503466,-22.44546292503466,0.0,-3.111405590418296,5.130271354340676,7.8087822744664726,-21.276063154659308,0.022932060883096995
hospital_number_norm_group_by_abdomen_group_4_and_min,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,0.9999999999999999,0.0,0.1256254722515531,0.3282259417954004,-5.514176986469461,-5.514176986469461,-5.514176986469461,0.0,-11.148731501446013,6.997281075743812,4.291464396527911,-48.468255614252804,0.022932060883096995
rectal_temp_norm_group_by_abdomen_group_4_and_min,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,1.0,0.0,0.19623525615199716,0.3970692362060765,-7.127365859858991,-7.127365859858991,-7.127365859858991,0.0,-11.152502433678938,6.996582754999734,4.2914643965279105,-48.468303661811696,0.022932060883096995
abdomo_protein_norm_group_by_abdomen_group_4_and_min,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,1.0,0.0,0.698818435660541,0.4484223194227896,-22.445462925034665,-22.445462925034665,-22.445462925034665,0.0,-11.110252149900747,7.003970587964588,4.291464396527912,-48.46286947120604,0.022932060883096995
hospital_number_group_by_abdomen_group_4_and_max,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,5305629.0,521399.0,1122420.1531100478,1570308.3975158082,28.42752045345588,28.42752045345588,28.42752045345588,0.0,54.38534029783952,0.0069605300442419134,54.38664211025498,54.34076740140474,0.022932060883096995
lesion_1_group_by_abdomen_group_4_and_max,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,41110.0,0.0,3476.468899521531,5361.325361941072,47.6956586161135,47.6956586161135,47.6956586161135,0.0,57.81139223131826,9.721134481402828,59.50331382450154,-9.962929246905816,0.022932060883096995
lesion_2_group_by_abdomen_group_4_and_max,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,3111.0,0.0,14.885167464114833,214.6769381429372,46.97990113986098,46.97990113986098,46.97990113986098,0.0,45.74707282124392,11.760980600310036,48.46830377255051,-10.283033450488913,0.022932060883096995
hospital_number_norm_group_by_abdomen_group_4_and_max,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,0.9999999999999999,0.0,0.1256254722515531,0.3282259417954004,28.427520453455877,28.427520453455877,28.427520453455877,0.0,15.459650837923157,12.619431544017333,48.62016301761683,-22.204709353764677,0.022932060883096995
lesion_1_norm_group_by_abdomen_group_4_and_max,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,1.0,0.0,0.08456504255707932,0.13041414161861037,47.6956586161135,47.6956586161135,47.6956586161135,0.0,17.037116408979866,14.258272610185925,59.503178664468415,-22.201529077341434,0.022932060883096995
lesion_2_norm_group_by_abdomen_group_4_and_max,2,1,1,False,False,True,False,1.0,0.0,0.08133971291866028,0.27335611209733396,195.83156983735972,195.83156983735972,195.83156983735972,0.0,0.9999999999999999,0.0,0.004784688995215311,0.0690057660375883,46.97990113986097,46.97990113986097,46.97990113986097,0.0,15.434355956119393,12.595375244062303,48.46830377255053,-22.204762804622035,0.022932060883096995
hospital_number_group_by_abdomen_group_6_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,5305629.0,521399.0,1122420.1531100478,1570308.3975158082,1.231507808521541e-15,1.231507808521541e-15,1.231507808521541e-15,0.0,132.6487786424128,0.05986572306611861,132.86392821611042,132.23899545274756,0.008060866718186968
rectal_temp_group_by_abdomen_group_6_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,35400.0,35.4,6975.181339712919,14042.194710733414,1.3334099112100944e-15,1.3334099112100944e-15,1.3334099112100944e-15,0.0,55.34582857550854,10.54091529400181,57.29852296048525,-10.245480490480178,0.008060866718186968
abdomo_protein_group_by_abdomen_group_6_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,100.0,0.1,69.91196172248804,44.79738971033669,-2.1978581878773703e-15,-2.1978581878773703e-15,-2.1978581878773703e-15,0.0,231.5308160016231,63.54770920956071,258.7061867079497,-10.308014774317876,0.008060866718186968
lesion_1_group_by_abdomen_group_6_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,41110.0,0.0,3476.468899521531,5361.325361941072,7.49366298654723e-16,7.49366298654723e-16,7.49366298654723e-16,0.0,414.7888264547927,83.73929769455691,434.55079279727255,-10.276788642301314,0.008060866718186968
lesion_2_group_by_abdomen_group_6_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,3111.0,0.0,14.885167464114833,214.6769381429372,-2.9242655509587823e-16,-2.9242655509587823e-16,-2.9242655509587823e-16,0.0,38.47793026744957,13.295181018704604,43.152001553754594,-17.436864092342244,0.008060866718186968
hospital_number_norm_group_by_abdomen_group_6_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,0.9999999999999999,0.0,0.1256254722515531,0.3282259417954004,-4.682395142525842e-16,-4.682395142525842e-16,-4.682395142525842e-16,0.0,-5.847314541502814,12.517501804606121,71.031204072595,-41.50138469851892,0.008060866718186968
rectal_temp_norm_group_by_abdomen_group_6_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,1.0,0.0,0.19623525615199716,0.3970692362060765,2.2558424439028096e-15,2.2558424439028096e-15,2.2558424439028096e-15,0.0,-3.7464190064530896,11.371100966867514,57.00670158329418,-37.232597490137756,0.008060866718186968
abdomo_protein_norm_group_by_abdomen_group_6_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,1.0,0.0,0.698818435660541,0.4484223194227896,-4.2883990814247895e-15,-4.2883990814247895e-15,-4.2883990814247895e-15,0.0,16.244041185660148,34.27403975228601,251.09483567288268,-22.284463895550573,0.008060866718186968
lesion_1_norm_group_by_abdomen_group_6_and_mean,2,1,1,False,False,True,False,1.0,0.0,0.10047846889952153,0.30063690090727285,198.08234507115807,198.08234507115807,198.08234507115807,0.0,1.0,0.0,0.08456504255707932,0.13041414161861037,7.051036500021896e-16,7.051036500021896e-16,7.051036500021896e-16,0.0,-1.2631337907446187,56.67952152333299,434.12083322170696,-43.985716007665935,0.008060866718186968
