feature_name,num_sources,num_numeric_sources,num_discrete_sources,discretizer_in_use,normalizer_in_use,group_in_use,binary_in_use,max_discrete_source_value,min_discrete_source_value,avg_discrete_source_value,std_discrete_source_value,max_chi_source_opattr_value,min_chi_source_opattr_value,avg_chi_source_opattr_value,std_chi_source_opattr_value,max_numeric_source_value,min_numeric_source_value,avg_numeric_source_value,std_numeric_source_value,max_ttest_source_opattr_value,min_ttest_source_opattr_value,avg_ttest_source_opattr_value,std_ttest_source_opattr_value,tau2_avg_t,tau2_std_t,tau2_max_t,tau2_min_t,feat_mutual_info
theta2_x_thetad3_disc_op_div,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49960371228236117,0.9209057133336078,1.8359791187968089,-0.6770544202308244,0.1260254640162669
theta2_x_tau1_disc_op_sum,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.5029415795715,8.170842663773803,152.6105295968899,127.87448246105377,0.03118945807625112
theta2_x_tau1_disc_op_sub,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-129.11391784135066,3.4017326060598005,-123.79822575515546,-136.0798807573028,0.02793925756566011
theta2_x_tau1_disc_op_mul,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5150117036027262,0.14824124838399386,1.7523254651802178,1.3243215329649614,0.13575323909287204
theta2_x_tau1_disc_op_div,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4485292270275019,0.9224446475265873,1.8032834734624088,-0.718241813776786,0.1273437643566862
theta2_x_tau2_disc_op_sum,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.3244607689068,7.984433186181554,150.12250348502522,126.30101900483649,0.03027544297477123
theta2_x_tau2_disc_op_sub,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-126.45451403596975,3.4098482810834403,-121.09274935153694,-133.54503216312145,0.026355241145237344
theta2_x_tau2_disc_op_mul,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.355716617850931,0.15017390792971833,1.5964875799922051,1.1648446556242198,0.1376671585032704
theta2_x_tau2_disc_op_div,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6034298285124959,0.9177121013318784,1.9110591151946603,-0.5874515013892442,0.12578866583012585
theta2_x_theta1_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.26154001122388193,0.8357759757478606,133.09956042337748,1.3223778506197175,67.2109691369986,65.88859128637888,28.33463094225346,3.5135794446244124,33.91046681961331,24.895452403272735,0.13869437478208244
theta2_x_theta1_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.26154001122388193,0.8357759757478606,-60.219416696609144,-133.09956042337748,-96.65948855999332,36.44007186338417,-25.115157659371892,3.80440095074246,-21.446085764420175,-31.323134348619625,0.1492949611089375
theta2_x_theta1_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.26154001122388193,0.8357759757478606,-1.74462968655223,-54.10995791331362,-27.927293799932926,26.182664113380696,0.44277549017224843,0.8359428915603724,1.713995540258089,-0.6175443951948676,0.13684970617223705
theta2_x_theta1_norm_op_div,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.26154001122388193,0.8357759757478606,-0.8729742459480448,-0.898241709823229,-0.8856079778856369,0.012633731937592096,-0.8718794907468865,0.0007076345617993536,-0.8707384752932372,-0.8727560050645471,0.001063101856993632
theta2_x_theta2_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2621035666910774,0.8365945773749629,131.6541385749314,1.3223778506197172,66.48825821277556,65.16588036215585,24.15586529386767,2.4176309209555944,28.04654200729928,21.786222198678953,0.15586600501376016
theta2_x_theta2_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2621035666910774,0.8365945773749629,-131.6541385749314,-146.21279553376476,-138.93346705434809,7.279328479416677,-31.418587944611698,6.833352207658879,-25.959099616514134,-42.5828311712222,0.15586600501376016
theta2_x_theta2_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2621035666910774,0.8365945773749629,38.04485345089432,-34.943236807532955,1.5508083216806838,36.49404512921364,24.303767104406102,6.887256688780647,35.49777243633918,18.89751837025974,0.1216519126383913
theta2_x_theta2_norm_op_div,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2621035666910774,0.8365945773749629,-6.616084647114493,-6.818813113534657,-6.717448880324575,0.1013642332100817,-6.601149238109691,0.005528013108811468,-6.591699519054136,-6.607713542799461,0.0019570029558910467
theta2_x_theta3_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2602010243995385,0.8354672916407011,132.18093005316715,1.3223778506197168,66.75165395189343,65.42927610127371,28.094149523350215,3.5821331438728126,33.52748633155494,24.22945709639725,0.24946181467039963
theta2_x_theta3_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2602010243995385,0.8354672916407011,-60.54816051057887,-132.18093005316715,-96.364545281873,35.81638477129414,-25.079489187321915,3.8513684817270284,-21.164139878135934,-31.318672753077685,0.09243481480368053
theta2_x_theta3_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2602010243995385,0.8354672916407011,-0.7069814370816538,-53.59684012189555,-27.151910779488603,26.444929342406947,1.0658856205367009,0.8608297364594799,2.2298307019634414,-0.10425823657436346,0.19902760463135122
theta2_x_theta3_norm_op_div,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2602010243995385,0.8354672916407011,-1.184463905288383,-1.2559103003186878,-1.2201871028035354,0.035723197515152405,-1.1813090465325014,0.0020132169346615595,-1.1780442024397317,-1.1837365529000923,0.0006897306813863427
theta2_x_thetad1_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2570892641627899,0.835026026095943,129.36293915422513,1.322377850619717,65.34265850242242,64.02028065180271,27.83826917912278,3.703527979271831,33.21410319383072,23.97862601698666,0.1436137549623007
theta2_x_thetad1_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2570892641627899,0.835026026095943,-59.34046260032278,-129.36293915422513,-94.35170087727396,35.011238276951175,-24.703760954981487,3.865444018719701,-19.636848842361275,-30.772139709991002,0.14745862092150283
theta2_x_thetad1_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2570892641627899,0.835026026095943,-1.2063939121039366,-53.06539410011773,-27.13589400611083,25.929500094006897,0.7566195006540416,0.84532798228705,1.9691531510308211,-0.3614016063656266,0.13288433464197885
theta2_x_thetad1_norm_op_div,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2570892641627899,0.835026026095943,-1.0195964198832925,-1.0289873084250465,-1.0242918641541694,0.004695444270876981,-1.019177737181083,0.0002651950209222221,-1.0187425720287218,-1.019502762246937,0.00035709425426206954
theta2_x_thetad2_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2565631967898117,0.8349098257155051,129.00190806449027,1.3223778506197172,65.16214295755499,63.839765106935275,27.72487334513437,3.7702198997453356,33.048039821683105,23.882144012621907,0.14284665134112676
theta2_x_thetad2_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2565631967898117,0.8349098257155051,-59.54115320284394,-129.00190806449024,-94.27153063366708,34.73037743082315,-24.71175261041311,3.8838919853386225,-19.492540437759455,-30.774412271309597,0.14455847968819244
theta2_x_thetad2_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2565631967898117,0.8349098257155051,-0.682931695905711,-53.304129770303035,-26.99353073310437,26.31059903719866,1.0787387300283267,0.8665602961947079,2.240691600523042,-0.10094488956722773,0.1334267054345955
theta2_x_thetad2_norm_op_div,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2565631967898117,0.8349098257155051,-1.3186783242600681,-1.4990632043003735,-1.4088707642802207,0.0901924400201527,-1.3103411645558527,0.005094851970878372,-1.3021168682755448,-1.316535125427597,0.0011680796837784857
theta2_x_thetad3_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2609471629143997,0.8360012063585751,131.72710749856228,1.3223778506197175,66.524742674591,65.20236482397128,28.184707334464246,3.514787672038568,33.588265321935985,24.369355123469074,0.14610660483950239
theta2_x_thetad3_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2609471629143997,0.8360012063585751,-60.558819663657445,-131.72710749856228,-96.14296358110985,35.584143917452415,-25.124358373719964,3.8464477584725176,-21.364792166103953,-31.348034255892596,0.14359374442067005
theta2_x_thetad3_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2609471629143997,0.8360012063585751,-0.8427385128533836,-53.295141422718494,-27.06893996778594,26.226201454932557,0.9839197367521146,0.8526746754311094,2.153819807955287,-0.1679334106534973,0.13076195404816482
theta2_x_thetad3_norm_op_div,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2609471629143997,0.8360012063585751,0.994232961108732,0.9876632814851771,0.9909481212969546,0.0032848398117774624,0.9945102313290348,0.00018474643861020378,0.9948107296448431,0.9942831719728316,0.00017849061145413744
theta2_x_tau1_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.261193014997397,0.8359197811091363,132.26053241564495,1.3223778506197172,66.79145513313233,65.46907728251261,28.003731959152592,4.3422741689782125,35.84169615258024,24.27894206660158,0.1448928678955502
theta2_x_tau1_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.261193014997397,0.8359197811091363,-60.743663093602684,-132.26053241564495,-96.50209775462382,35.75843466102113,-25.25796199011987,3.167154643850959,-22.274233719185652,-30.845332623210258,0.14306084664880356
theta2_x_tau1_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.261193014997397,0.8359197811091363,-0.7120613806566349,-53.35109290299339,-27.031577141825014,26.31951576116838,1.0602785449797314,0.8565559293435325,2.2137985743852617,-0.10479874408261838,0.1293141978853326
theta2_x_tau1_norm_op_div,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.261193014997397,0.8359197811091363,-1.5195248029834705,-1.819461493984824,-1.6694931484841473,0.14996834550067673,-1.5054388762958588,0.008409658192254529,-1.491717331454321,-1.5154508745305328,0.0010102226246619676
theta2_x_tau2_norm_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2577610091772651,0.8351209730906718,129.96437017467156,1.3223778506197172,65.64337401264564,64.32099616202592,27.686848651168045,4.345356275296202,35.91895893225109,24.05474001980414,0.14269154646252247
theta2_x_tau2_norm_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2577610091772651,0.8351209730906718,-59.63896277059699,-129.96437017467153,-94.80166647263425,35.16270370203727,-24.8576597010622,3.1746020539034348,-21.93630113911091,-30.947126298996185,0.14443179115220292
theta2_x_tau2_norm_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2577610091772651,0.8351209730906718,-1.0410482970007424,-53.283745424441655,-27.1623968607212,26.121348563720456,0.8626988378653114,0.8517010584712968,2.059062444789337,-0.2748141964867576,0.1335101297313836
theta2_x_tau2_norm_op_div,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8833060000000001,-1.8834830000000002,0.2577610091772651,0.8351209730906718,-0.9893864569904328,-1.0264503296393157,-1.0079183933148743,0.018531936324441445,-0.9877364084314654,0.001051696349516939,-0.9860025314822634,-0.9890149646291316,0.00034886145297782187
theta3_x_thetad1_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.884923,-1.8846319999999999,-0.0067160392396233,1.087383276730602,0.3506886909083958,-1.2785962547629623,-0.4639537819272833,0.8146424728356791,-0.7157214633210542,0.5710620268336593,0.4107232257550981,-1.3065597880952748,0.04654276293069295
theta3_x_thetad1_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.884923,-1.8846319999999999,-0.0067160392396233,1.087383276730602,1.3054415469198912,1.2785962547629623,1.292018900841427,0.01342264607846444,0.8652195470046862,0.6022629061750291,1.9010839022600736,0.17565404492319997,0.046070866033529285
theta3_x_thetad1_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.884923,-1.8846319999999999,-0.0067160392396233,1.087383276730602,1.299251569892212,0.19264171064524765,0.7459466402687298,0.5533049296234822,0.3099216198962753,0.6935479370310039,1.54700174671225,-0.4650074077872269,0.0010849252586765524
theta3_x_thetad1_op_div,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.884923,-1.8846319999999999,-0.0067160392396233,1.087383276730602,0.8950532214766644,0.881385467004798,0.8882193442407312,0.006833877235933206,0.882284228772677,0.008326217483996794,0.8980975091183555,0.8732477392950743,0.0009117128444801273
theta3_x_thetad2_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847369999999999,-1.884785,-0.009364199337286362,1.0874341986816518,0.35068869090839594,-1.645676527963003,-0.6474939185273035,0.9981826094356995,-0.9824277311968374,0.5039005402997091,-0.011397300836362114,-1.5335695994713003,0.04714990380747882
theta3_x_thetad2_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847369999999999,-1.884785,-0.009364199337286362,1.0874341986816518,1.645676527963003,1.6261586696445816,1.6359175988037924,0.009758929159210727,1.052621370119502,0.5502475020804636,1.901083902260074,0.3860002131995006,0.04420302993517106
theta3_x_thetad2_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847369999999999,-1.884785,-0.009364199337286362,1.0874341986816518,0.7691521471681297,-0.5968704574632538,0.08614084485243795,0.6830113023156918,-0.6077854354640697,0.596797666151781,0.5079254715872422,-1.2678605917871213,0.001345173311761121
theta3_x_thetad2_op_div,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847369999999999,-1.884785,-0.009364199337286362,1.0874341986816518,-0.2518843780406958,-0.29459097562587644,-0.27323767683328615,0.02135329879259032,-0.2935875803909324,0.018812583027639728,-0.2596918856352528,-0.315453798423722,0.000529318504968324
theta3_x_thetad3_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847459999999998,-1.8844490000000003,0.007960029211719568,1.0857460918546613,0.7582582618768622,0.350688690908396,0.5544734763926291,0.2037847854842331,0.7369394057454836,0.6405447624147452,1.584865213671435,-0.1288453250837065,0.05085477885555042
theta3_x_thetad3_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847459999999998,-1.8844490000000003,0.007960029211719568,1.0857460918546613,-0.5235761455106535,-0.7582582618768624,-0.6409172036937579,0.11734105818310447,-0.19645978800028166,0.643344422343396,0.7180433151343384,-1.0062173812403903,0.04228620754414805
theta3_x_thetad3_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847459999999998,-1.8844490000000003,0.007960029211719568,1.0857460918546613,-0.08258340214842616,-0.3603658630213012,-0.22147463258486366,0.1388912304364375,0.23170177542005008,0.7469225629476026,1.2502867099226926,-0.7379483832625703,0.00045496179178638026
theta3_x_thetad3_op_div,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847459999999998,-1.8844490000000003,0.007960029211719568,1.0857460918546613,0.6017535062614985,0.5994101812457059,0.6005818437536021,0.0011716625078962983,0.6043792249797342,0.006413959703867186,0.6134216727972659,0.5960872104027513,0.0005661367266293664
theta3_x_tau1_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847369999999999,-1.8844490000000003,0.004514483868154865,0.8034068345065429,0.8797034644899636,0.35068869090839616,0.6151960776991798,0.2645073867907837,0.4809646308020561,0.8066376813699422,1.5761632871122302,-0.4880836629999401,0.0864094380478241
theta3_x_tau1_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847369999999999,-1.8844490000000003,0.004514483868154865,0.8034068345065429,-0.177327993889474,-0.8797034644899634,-0.5285157291897187,0.3511877353002447,0.07074169091662619,0.7945633316251198,1.1798571675285847,-0.8716667210321627,0.08586529064426013
theta3_x_tau1_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847369999999999,-1.8844490000000003,0.004514483868154865,0.8034068345065429,-0.5362153734078303,-1.0686274306255747,-0.8024214020167025,0.2662060286088722,-0.17447712403158103,1.082362162420679,1.3472592843882971,-1.446374239511515,0.001202438452228823
theta3_x_tau1_op_div,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847369999999999,-1.8844490000000003,0.004514483868154865,0.8034068345065429,-0.6942204569872457,-0.6944609149469827,-0.6943406859671142,0.00012022897986851966,-0.6933005247957259,0.0035880218073328397,-0.6881849339116449,-0.6975294351048325,0.0006977878431559567
theta3_x_tau2_op_sum,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847369999999999,-1.8844490000000003,0.00040543957098011796,0.8036946186459115,0.35068869090839583,-0.9170638815840866,-0.2831875953378454,0.6338762862462413,-0.02455503897102487,0.7919154042209708,1.1764132674368977,-0.8824071403182403,0.08634285954817765
theta3_x_tau2_op_sub,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847369999999999,-1.8844490000000003,0.00040543957098011796,0.8036946186459115,0.9170638815840868,0.7931359314507411,0.855099906517414,0.06196397506667284,0.4008974441843993,0.7876735990659717,1.5771847045768965,-0.4779272773908688,0.08541204682010066
theta3_x_tau2_op_mul,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847369999999999,-1.8844490000000003,0.00040543957098011796,0.8036946186459115,1.0771640194723964,-0.1282917170986513,0.47443615118687255,0.6027278682855238,0.11175891827063729,1.0829975011772182,1.7558951223723949,-1.05210460589996,0.0011934408744118923
theta3_x_tau2_op_div,2,2,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8847369999999999,-1.8844490000000003,0.00040543957098011796,0.8036946186459115,-1.2900604251612533,-1.2919274883393461,-1.2909939567502997,0.0009335315890464102,-1.2911784236768076,0.0034231182528099754,-1.2860176074142062,-1.294988039508057,0.0010231265428512592
theta3_x_theta1_disc_op_sum,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.3206278534159,24.495593267478643,201.83066431362596,128.95654015696888,0.013519425084361632
theta3_x_theta1_disc_op_sub,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-127.6705746573774,10.52083172255346,-103.12148627191715,-136.83190805391558,0.02517360328576575
theta3_x_theta1_disc_op_mul,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15497553571733788,0.17062274870250813,0.4225492147114526,-0.05409755612095005,0.08428048588534612
theta3_x_theta1_disc_op_div,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3593435370537023,1.042911871792136,1.8177238528187356,-0.952090699267451,0.07691443866368945
theta3_x_theta2_disc_op_sum,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.83793627836502,23.741797887482218,197.53223236462765,127.02345637066784,0.29329791076534417
theta3_x_theta2_disc_op_sub,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-126.75739641849974,10.445207898177287,-102.33791032968347,-135.51234998585863,0.06973461695233066
theta3_x_theta2_disc_op_mul,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7813352840791489,0.16901981407834324,1.0440130868221846,0.5733176169544111,0.16330365068275346
theta3_x_theta2_disc_op_div,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17078779487942444,1.0289532863872484,1.4200199720536877,-1.3465182747036555,0.10850603324010982
theta3_x_theta3_disc_op_sum,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.13966789946234,1.5606434806722536,105.72668981578778,101.80803880041827,0.09373584210477287
theta3_x_theta3_disc_op_sub,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-207.53908158462326,13.516637729069727,-197.61926804420497,-229.43939773062755,0.08958856711140843
theta3_x_theta3_disc_op_mul,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.55628699589981,0.25730157411893173,35.92824367001387,35.23009717651326,0.08702127784443313
theta3_x_theta3_disc_op_div,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.728173809015484,5.748391801684241,-12.552592138058937,-27.121418923284455,0.08346662423601993
theta3_x_thetad1_disc_op_sum,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.14088827373413,24.050917970440434,196.57840914068166,125.72086209022191,0.01838598428506801
theta3_x_thetad1_disc_op_sub,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124.75560226060517,10.502134451516957,-100.05118159127169,-133.38259754142913,0.01991821635867922
theta3_x_thetad1_disc_op_mul,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6035820863371528,0.17204681272778044,0.8712021889729665,0.3917719268576897,0.08204845737563668
theta3_x_thetad1_disc_op_div,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09598832362013192,1.0227000115821407,1.4692619459495304,-1.288700158517822,0.07669817403516671
theta3_x_thetad2_disc_op_sum,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.49443869621462,24.303980916477293,197.5169652156371,125.8623035450265,0.0194411828395192
theta3_x_thetad2_disc_op_sub,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124.07451494765903,10.430823996356684,-99.41388301358455,-132.35021935790851,0.016277631472900775
theta3_x_thetad2_disc_op_mul,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126150363745629,0.17225951610949536,0.3966488922033776,-0.08477735651929408,0.08304655359930753
theta3_x_thetad2_disc_op_div,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6966807317774746,1.0626655887174075,2.053601577125716,-0.6854234890688897,0.07660737419722037
theta3_x_thetad3_disc_op_sum,2,0,0,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.16506997275457,23.88759138023577,198.25804004497326,127.87234406505223,0.02120567308325256
